,Biomass,Energy storage,Fossil Gas,Hydro Run-of-river and poundage,Other,Solar,Waste,Wind Onshore,Hydro Pumped Storage Net
2018-01-12 13:00:00+00:00,52.07,,46.07,105.46,18.95,0.07,18.35,115.87,0.0
2018-01-12 14:00:00+00:00,52.12,,46.06,105.43,19.38,0.0,18.18,124.4,32.05
2018-01-12 15:00:00+00:00,52.22,,46.06,105.5,20.06,0.0,18.49,125.97,191.19
2018-01-12 16:00:00+00:00,52.6,,46.08,105.46,20.01,0.0,18.96,113.42,173.94
2018-01-12 17:00:00+00:00,52.74,,46.07,105.51,19.47,0.0,18.93,105.3,46.54
2018-01-12 18:00:00+00:00,52.66,,46.07,105.47,20.24,0.0,18.85,104.51,0.0
2018-01-12 19:00:00+00:00,52.61,,46.1,105.41,20.61,0.0,18.97,105.9,0.0
2018-01-12 20:00:00+00:00,51.89,,46.1,105.44,20.82,0.0,19.03,104.73,0.0
2018-01-12 21:00:00+00:00,51.11,,46.03,102.76,21.36,0.0,19.02,103.64,0.0
2018-01-12 22:00:00+00:00,51.96,,46.07,96.63,21.07,0.0,19.08,86.18,0.0
2018-01-12 23:00:00+00:00,52.2,,46.03,48.64,19.71,0.0,19.12,76.74,0.0
2018-01-13 00:00:00+00:00,52.18,,46.06,73.87,19.16,0.0,19.07,68.24,0.0
2018-01-13 01:00:00+00:00,52.16,,46.09,54.0,18.57,0.0,18.96,59.17,0.0
2018-01-13 02:00:00+00:00,52.54,,46.11,58.2,19.01,0.0,19.08,69.98,0.0
2018-01-13 03:00:00+00:00,52.8,,46.1,58.14,19.18,0.0,19.04,71.82,0.0
2018-01-13 04:00:00+00:00,52.56,,46.03,58.1,18.37,0.0,19.04,77.02,0.0
2018-01-13 05:00:00+00:00,52.64,,46.05,58.36,17.53,0.0,19.07,73.07,0.0
2018-01-13 06:00:00+00:00,53.05,,46.05,104.63,17.75,0.33,19.09,66.48,0.0
2018-01-13 07:00:00+00:00,53.07,,46.06,105.54,17.88,4.45,19.08,61.98,0.0
2018-01-13 08:00:00+00:00,52.91,,46.06,105.54,17.57,13.01,19.09,62.88,0.0
2018-01-13 09:00:00+00:00,52.45,,46.04,105.45,18.53,19.61,19.12,50.56,0.0
2018-01-13 10:00:00+00:00,52.14,,46.08,105.44,18.93,21.04,19.02,40.46,0.0
2018-01-13 11:00:00+00:00,51.88,,46.08,105.44,18.57,7.0,19.12,42.66,0.0
2018-01-13 12:00:00+00:00,51.88,,46.11,105.48,19.11,8.21,19.11,45.7,0.0
2018-01-13 13:00:00+00:00,51.82,,46.16,105.46,19.29,6.01,19.11,44.84,0.0
2018-01-13 14:00:00+00:00,51.8,,46.3,105.46,19.42,0.01,19.13,69.97,0.0
2018-01-13 15:00:00+00:00,52.07,,46.2,105.43,19.26,0.0,19.11,104.32,0.0
2018-01-13 16:00:00+00:00,52.03,,46.08,105.44,18.35,0.0,18.83,125.38,0.0
2018-01-13 17:00:00+00:00,52.1,,46.11,105.42,18.37,0.0,18.75,126.7,-50.22
2018-01-13 18:00:00+00:00,52.22,,46.07,105.36,19.22,0.0,19.05,111.12,-76.05
2018-01-13 19:00:00+00:00,52.27,,46.09,96.55,19.31,0.0,19.02,85.75,0.0
2018-01-13 20:00:00+00:00,51.97,,46.1,32.86,18.7,0.0,19.03,73.74,0.0
2018-01-13 21:00:00+00:00,51.64,,46.02,33.01,18.89,0.0,18.92,75.39,-67.02
2018-01-13 22:00:00+00:00,51.51,,46.01,33.07,18.57,0.0,18.36,72.69,-76.34
2018-01-13 23:00:00+00:00,51.61,,46.01,51.06,18.8,0.0,18.78,67.41,0.0
2018-01-14 00:00:00+00:00,51.6,,46.02,32.91,19.11,0.0,18.72,64.16,0.0
2018-01-14 01:00:00+00:00,51.68,,46.02,32.97,18.83,0.0,18.69,58.17,-80.68
2018-01-14 02:00:00+00:00,51.75,,46.06,32.98,18.91,0.0,18.9,52.66,-226.3
2018-01-14 03:00:00+00:00,52.07,,46.07,33.01,18.87,0.0,18.78,49.27,-226.13
2018-01-14 04:00:00+00:00,52.14,,46.22,33.03,18.51,0.0,18.64,51.46,-201.0
2018-01-14 05:00:00+00:00,52.14,,46.16,33.04,18.55,0.0,18.78,53.34,-52.1
2018-01-14 06:00:00+00:00,51.76,,46.21,76.35,18.27,0.3,18.83,67.02,0.0
2018-01-14 07:00:00+00:00,52.62,,46.16,76.33,18.39,1.12,18.81,68.45,0.0
2018-01-14 08:00:00+00:00,52.66,,46.15,76.29,18.36,5.66,18.77,65.13,-191.04
2018-01-14 09:00:00+00:00,52.56,,46.14,76.41,18.21,7.55,18.83,66.53,-154.91
2018-01-14 10:00:00+00:00,52.55,,46.08,76.32,18.36,7.3,18.79,61.63,0.0
2018-01-14 11:00:00+00:00,52.51,,46.13,90.43,18.05,6.21,18.87,56.58,0.0
2018-01-14 12:00:00+00:00,52.49,,46.13,76.3,17.49,3.18,18.98,63.13,0.0
2018-01-14 13:00:00+00:00,52.55,,46.16,80.47,17.46,0.63,18.94,66.58,0.0
2018-01-14 14:00:00+00:00,52.58,,46.15,84.63,17.41,0.0,18.88,79.79,0.0
2018-01-14 15:00:00+00:00,52.65,,46.17,104.51,17.51,0.0,18.87,85.59,0.0
2018-01-14 16:00:00+00:00,52.73,,46.07,105.45,17.18,0.0,18.72,81.36,0.0
2018-01-14 17:00:00+00:00,52.48,,46.1,99.83,16.79,0.0,18.66,91.47,0.0
2018-01-14 18:00:00+00:00,52.67,,46.1,76.32,17.8,0.0,18.86,115.36,0.0
2018-01-14 19:00:00+00:00,52.63,,46.07,76.41,17.79,0.0,18.52,132.13,0.0
2018-01-14 20:00:00+00:00,52.26,,46.08,32.96,16.91,0.0,18.74,137.63,0.0
2018-01-14 21:00:00+00:00,51.88,,46.09,33.03,16.72,0.0,18.89,160.75,0.0
2018-01-14 22:00:00+00:00,51.59,,46.08,57.68,17.15,0.0,18.37,192.02,0.0
2018-01-14 23:00:00+00:00,51.19,,46.01,33.09,18.03,0.0,18.56,199.24,-318.55
2018-01-15 00:00:00+00:00,51.51,,46.04,33.19,18.2,0.0,18.58,201.94,-668.08
2018-01-15 01:00:00+00:00,51.64,,46.04,71.27,17.82,0.0,18.79,167.94,-665.6
2018-01-15 02:00:00+00:00,51.7,,46.09,32.91,18.07,0.0,18.83,169.59,-402.39
2018-01-15 03:00:00+00:00,52.08,,46.1,41.04,18.08,0.0,18.82,186.36,-219.48
2018-01-15 04:00:00+00:00,52.64,,46.11,63.98,18.52,0.0,18.68,229.29,0.0
2018-01-15 05:00:00+00:00,52.72,,46.12,102.6,18.37,0.0,18.86,228.47,0.01
2018-01-15 06:00:00+00:00,52.64,,46.17,105.07,19.03,0.47,18.64,241.13,400.63
2018-01-15 07:00:00+00:00,52.12,,46.17,105.31,19.74,1.45,18.6,236.63,382.86
2018-01-15 08:00:00+00:00,52.38,,46.12,105.43,19.38,6.86,18.59,282.39,218.33
2018-01-15 09:00:00+00:00,52.31,,46.12,105.46,19.73,9.33,18.62,280.96,351.6
2018-01-15 10:00:00+00:00,52.39,,46.14,105.49,18.46,8.45,18.7,271.98,191.19
2018-01-15 11:00:00+00:00,52.66,,46.16,105.44,18.14,7.85,18.64,276.9,190.92
2018-01-15 12:00:00+00:00,52.54,,46.19,105.44,17.4,6.09,18.63,308.83,190.86
2018-01-15 13:00:00+00:00,52.29,,48.38,105.46,16.83,3.32,18.46,328.72,190.86
2018-01-15 14:00:00+00:00,52.79,,50.39,105.44,16.64,0.02,18.4,356.62,196.31
2018-01-15 15:00:00+00:00,52.98,,56.32,105.46,17.64,0.0,18.41,345.82,196.0
2018-01-15 16:00:00+00:00,53.32,,56.42,105.49,17.23,0.0,18.2,365.0,190.91
2018-01-15 17:00:00+00:00,53.33,,56.48,105.5,16.89,0.0,18.71,385.1,190.95
2018-01-15 18:00:00+00:00,52.73,,57.46,105.45,17.46,0.0,18.96,375.67,100.69
2018-01-15 19:00:00+00:00,52.94,,58.43,105.47,17.47,0.0,18.83,361.51,36.72
2018-01-15 20:00:00+00:00,52.91,,58.47,96.77,18.19,0.0,18.76,376.82,-132.35
2018-01-15 21:00:00+00:00,52.82,,61.73,58.2,18.75,0.0,18.85,403.18,-200.86
2018-01-15 22:00:00+00:00,52.38,,69.03,58.09,19.02,0.0,18.7,423.2,-48.27
2018-01-15 23:00:00+00:00,52.56,,70.01,58.14,18.79,0.0,18.68,421.67,-46.5
2018-01-16 00:00:00+00:00,52.67,,76.41,58.16,17.63,0.0,18.77,419.17,-44.08
2018-01-16 01:00:00+00:00,52.71,,76.24,58.14,17.99,0.0,18.72,448.48,-44.05
2018-01-16 02:00:00+00:00,52.71,,76.18,58.16,17.69,0.0,18.79,458.23,-42.69
2018-01-16 03:00:00+00:00,52.98,,76.15,58.15,18.07,0.0,18.77,447.97,91.25
2018-01-16 04:00:00+00:00,53.29,,76.35,58.35,17.7,0.0,18.71,456.27,187.39
2018-01-16 05:00:00+00:00,53.26,,76.48,104.46,19.6,0.0,18.57,454.65,396.76
2018-01-16 06:00:00+00:00,53.23,,76.6,83.04,19.11,0.49,18.34,470.27,368.51
2018-01-16 07:00:00+00:00,53.28,,76.55,82.97,19.67,4.94,18.15,468.86,196.73
2018-01-16 08:00:00+00:00,53.14,,76.59,82.85,19.3,15.03,18.18,467.1,191.69
2018-01-16 09:00:00+00:00,52.96,,76.61,82.83,19.36,22.39,18.13,465.98,105.87
2018-01-16 10:00:00+00:00,52.71,,76.56,82.87,19.34,24.95,17.91,466.7,0.0
2018-01-16 11:00:00+00:00,52.32,,76.59,83.02,18.87,23.56,18.38,464.22,-54.12
2018-01-16 12:00:00+00:00,52.39,,76.83,82.87,19.14,7.75,18.28,459.22,-39.59
2018-01-16 13:00:00+00:00,52.45,,76.92,82.82,19.43,7.06,18.15,464.09,-59.08
2018-01-16 14:00:00+00:00,52.64,,76.68,82.84,19.42,0.03,18.22,461.48,-59.18
2018-01-16 15:00:00+00:00,52.93,,76.34,82.89,19.59,0.0,18.25,450.81,0.0
2018-01-16 16:00:00+00:00,53.04,,52.84,83.38,19.38,0.0,18.11,460.42,141.22
2018-01-16 17:00:00+00:00,53.08,,46.26,82.92,18.76,0.0,18.79,461.83,0.39
2018-01-16 18:00:00+00:00,53.14,,46.26,82.51,19.41,0.0,18.95,460.59,0.0
2018-01-16 19:00:00+00:00,53.15,,46.25,82.97,19.58,0.0,18.95,454.65,0.0
2018-01-16 20:00:00+00:00,53.14,,46.21,33.62,19.95,0.0,18.9,438.98,-222.99
2018-01-16 21:00:00+00:00,52.81,,46.19,33.03,20.09,0.0,18.84,435.91,-227.51
2018-01-16 22:00:00+00:00,52.48,,46.14,33.02,19.6,0.0,18.56,442.81,-227.51
2018-01-16 23:00:00+00:00,52.37,,46.04,33.1,19.5,0.0,18.72,440.49,-609.42
2018-01-17 00:00:00+00:00,52.39,,46.03,33.09,19.27,0.0,18.69,427.38,-680.14
2018-01-17 01:00:00+00:00,52.37,,46.03,33.06,19.78,0.0,18.79,395.83,-673.75
2018-01-17 02:00:00+00:00,52.37,,46.06,33.06,20.01,0.0,18.81,364.92,-672.64
2018-01-17 03:00:00+00:00,52.72,,46.07,33.06,20.26,0.0,18.77,338.33,-469.93
2018-01-17 04:00:00+00:00,52.96,,46.05,33.21,21.03,0.0,18.04,289.72,-85.07
2018-01-17 05:00:00+00:00,52.98,,46.43,82.96,20.79,0.0,18.15,245.52,0.0
2018-01-17 06:00:00+00:00,53.0,,46.97,33.2,21.44,0.15,18.06,210.49,27.81
2018-01-17 07:00:00+00:00,53.0,,46.98,33.15,21.44,0.78,18.01,169.23,400.72
2018-01-17 08:00:00+00:00,52.89,,46.64,33.0,20.94,3.52,18.1,141.84,74.85
2018-01-17 09:00:00+00:00,52.77,,46.56,33.06,20.18,4.68,18.28,119.97,88.76
2018-01-17 10:00:00+00:00,52.72,,46.31,33.14,19.32,4.1,18.41,100.62,97.73
2018-01-17 11:00:00+00:00,52.38,,46.3,33.14,19.46,4.57,18.21,71.12,103.75
2018-01-17 12:00:00+00:00,52.63,,46.37,33.11,19.29,2.88,18.34,55.27,120.8
2018-01-17 13:00:00+00:00,52.7,,46.32,33.13,19.48,0.02,18.06,44.37,119.11
2018-01-17 14:00:00+00:00,52.75,,46.35,33.09,19.88,0.0,18.35,30.54,49.92
2018-01-17 15:00:00+00:00,52.73,,46.38,59.8,20.28,0.0,18.38,37.95,199.86
2018-01-17 16:00:00+00:00,52.81,,46.46,33.17,20.16,0.0,18.03,33.42,168.83
2018-01-17 17:00:00+00:00,52.83,,46.6,33.21,19.67,0.0,18.94,22.19,57.07
2018-01-17 18:00:00+00:00,52.85,,46.62,82.5,18.61,0.0,19.07,15.35,0.0
2018-01-17 19:00:00+00:00,52.84,,46.38,82.93,19.13,0.0,19.03,13.47,0.0
2018-01-17 20:00:00+00:00,52.68,,46.42,33.29,19.24,0.0,19.08,11.88,120.99
2018-01-17 21:00:00+00:00,52.28,,46.41,33.09,19.36,0.0,19.05,10.02,121.86
2018-01-17 22:00:00+00:00,52.02,,46.44,33.17,19.53,0.0,18.65,8.48,-408.93
2018-01-17 23:00:00+00:00,52.11,,46.49,33.17,19.64,0.0,19.04,7.37,0.0
2018-01-18 00:00:00+00:00,52.08,,46.05,33.15,20.07,0.0,19.04,7.58,0.0
2018-01-18 01:00:00+00:00,52.19,,46.04,33.15,20.28,0.0,19.06,9.2,0.0
2018-01-18 02:00:00+00:00,52.16,,46.04,33.12,20.23,0.0,19.08,7.94,0.0
2018-01-18 03:00:00+00:00,52.67,,46.08,33.11,20.56,0.0,19.08,14.65,0.0
2018-01-18 04:00:00+00:00,53.04,,46.13,33.11,20.94,0.0,18.67,25.23,0.0
2018-01-18 05:00:00+00:00,53.06,,46.36,33.03,21.13,0.0,18.79,35.71,0.0
2018-01-18 06:00:00+00:00,53.03,,46.47,33.05,21.48,0.18,18.51,55.97,190.87
2018-01-18 07:00:00+00:00,52.86,,46.32,33.13,22.38,0.86,18.67,70.6,202.6
2018-01-18 08:00:00+00:00,52.53,,45.73,33.14,22.26,2.06,18.67,73.65,190.58
2018-01-18 09:00:00+00:00,52.22,,45.73,33.12,22.14,3.16,18.72,83.43,191.78
2018-01-18 10:00:00+00:00,52.04,,45.68,33.12,21.94,2.81,18.5,80.94,100.07
2018-01-18 11:00:00+00:00,51.88,,45.78,33.09,22.23,2.39,18.59,86.15,96.18
2018-01-18 12:00:00+00:00,51.88,,45.81,33.09,22.37,1.5,18.5,99.85,0.0
2018-01-18 13:00:00+00:00,51.86,,45.79,33.11,21.36,0.08,18.35,114.42,0.02
2018-01-18 14:00:00+00:00,52.04,,45.91,33.14,20.99,0.0,18.38,149.29,190.99
2018-01-18 15:00:00+00:00,52.04,,46.17,33.14,20.84,0.0,18.35,173.69,190.88
2018-01-18 16:00:00+00:00,52.17,,46.43,33.15,20.42,0.0,18.38,189.52,190.75
2018-01-18 17:00:00+00:00,52.19,,46.5,33.15,20.1,0.0,18.88,203.79,188.82
2018-01-18 18:00:00+00:00,52.24,,46.52,33.16,20.27,0.0,19.06,212.5,0.41
2018-01-18 19:00:00+00:00,52.37,,46.34,33.17,20.62,0.0,19.08,206.16,0.01
2018-01-18 20:00:00+00:00,52.21,,45.94,33.16,20.56,0.0,19.05,234.44,0.01
2018-01-18 21:00:00+00:00,51.6,,45.89,33.16,19.89,0.0,19.03,251.69,-60.71
2018-01-18 22:00:00+00:00,51.92,,46.04,33.17,20.22,0.0,19.08,270.33,-329.13
2018-01-18 23:00:00+00:00,52.14,,46.08,33.16,20.19,0.0,19.03,256.98,-671.75
2018-01-19 00:00:00+00:00,52.03,,45.7,33.14,19.93,0.0,19.05,268.26,-676.28
2018-01-19 01:00:00+00:00,52.03,,45.73,33.08,20.71,0.0,19.0,276.35,-674.7
2018-01-19 02:00:00+00:00,52.08,,45.69,33.07,20.8,0.0,19.06,269.72,-673.88
2018-01-19 03:00:00+00:00,52.45,,45.83,33.08,20.89,0.0,19.05,249.86,-512.62
2018-01-19 04:00:00+00:00,52.95,,45.65,33.09,20.73,0.0,18.78,219.8,-280.34000000000003
2018-01-19 05:00:00+00:00,53.13,,45.74,33.1,20.97,0.0,18.65,202.45,0.01
2018-01-19 06:00:00+00:00,53.23,,45.75,33.09,21.14,0.28,18.3,173.1,180.84
2018-01-19 07:00:00+00:00,53.21,,45.88,33.09,20.86,0.9,18.19,155.58,200.67
2018-01-19 08:00:00+00:00,52.99,,45.89,33.08,20.59,1.88,18.11,137.99,200.93
2018-01-19 09:00:00+00:00,52.67,,45.89,33.12,20.09,3.23,18.26,92.92,200.54
2018-01-19 10:00:00+00:00,52.72,,45.88,33.13,20.61,1.98,18.18,69.84,196.98
2018-01-19 11:00:00+00:00,52.71,,45.77,33.13,20.62,1.5,18.27,59.22,182.21
2018-01-19 12:00:00+00:00,52.65,,45.83,33.75,20.94,0.64,18.42,53.37,0.21
2018-01-19 13:00:00+00:00,52.73,,45.87,33.09,20.53,0.05,18.04,50.86,6.81
2018-01-19 14:00:00+00:00,52.7,,45.91,33.05,20.57,0.0,18.28,51.05,171.48
2018-01-19 15:00:00+00:00,52.72,,46.06,60.03,21.17,0.0,18.37,55.82,389.05
2018-01-19 16:00:00+00:00,52.79,,46.1,33.27,20.99,0.0,18.07,61.78,357.21
2018-01-19 17:00:00+00:00,52.74,,46.15,33.16,21.33,0.0,18.75,58.25,213.86
2018-01-19 18:00:00+00:00,52.63,,46.22,33.16,21.94,0.0,19.01,51.78,0.34
2018-01-19 19:00:00+00:00,52.71,,46.29,33.05,22.24,0.0,18.99,42.97,0.0
2018-01-19 20:00:00+00:00,52.64,,46.34,33.06,21.69,0.0,19.0,42.16,0.0
2018-01-19 21:00:00+00:00,52.12,,46.44,33.06,21.49,0.0,18.93,39.26,0.0
2018-01-19 22:00:00+00:00,51.94,,46.52,33.09,20.77,0.0,18.7,33.77,-105.79
2018-01-19 23:00:00+00:00,51.99,,46.53,33.08,20.46,0.0,18.92,25.59,-227.89
2018-01-20 00:00:00+00:00,51.94,,46.55,33.06,19.92,0.0,19.0,21.8,-227.18
2018-01-20 01:00:00+00:00,51.99,,46.53,33.06,20.25,0.0,18.81,18.29,-447.19
2018-01-20 02:00:00+00:00,52.02,,46.49,33.06,20.79,0.0,18.62,16.89,-267.18
2018-01-20 03:00:00+00:00,52.39,,46.56,33.06,21.16,0.0,18.98,15.76,-286.15
2018-01-20 04:00:00+00:00,52.56,,46.59,33.11,20.3,0.0,18.53,11.63,-172.38
2018-01-20 05:00:00+00:00,52.58,,46.61,33.03,19.84,0.0,18.46,10.83,0.0
2018-01-20 06:00:00+00:00,52.78,,46.7,33.03,20.0,0.26,18.52,8.86,0.0
2018-01-20 07:00:00+00:00,52.89,,46.39,33.04,20.61,1.05,18.22,4.9,0.0
2018-01-20 08:00:00+00:00,52.95,,46.12,33.08,20.56,2.56,18.48,2.7,0.0
2018-01-20 09:00:00+00:00,52.85,,46.5,33.06,19.53,3.15,18.55,2.05,0.0
2018-01-20 10:00:00+00:00,52.81,,46.25,33.08,20.24,2.53,18.5,2.0,0.0
2018-01-20 11:00:00+00:00,52.72,,46.36,33.07,20.92,2.69,18.7,2.21,0.0
2018-01-20 12:00:00+00:00,52.62,,46.25,33.08,20.85,1.31,18.73,2.41,0.0
2018-01-20 13:00:00+00:00,52.62,,46.28,33.07,20.66,0.09,18.68,3.17,0.0
2018-01-20 14:00:00+00:00,52.63,,46.41,34.83,21.27,0.0,18.7,6.0,0.0
2018-01-20 15:00:00+00:00,52.7,,46.55,51.22,21.69,0.0,18.48,11.57,167.42
2018-01-20 16:00:00+00:00,52.75,,46.55,33.1,21.48,0.0,18.46,20.77,186.52
2018-01-20 17:00:00+00:00,52.8,,46.32,33.24,21.1,0.0,18.76,27.12,192.32
2018-01-20 18:00:00+00:00,52.74,,46.31,33.11,20.88,0.0,18.84,27.9,11.95
2018-01-20 19:00:00+00:00,52.71,,46.31,45.44,20.78,0.0,18.77,26.1,0.0
2018-01-20 20:00:00+00:00,52.4,,46.36,46.34,20.89,0.0,19.03,24.59,0.0
2018-01-20 21:00:00+00:00,51.93,,46.09,46.26,21.12,0.0,19.04,33.54,0.01
2018-01-20 22:00:00+00:00,51.79,,46.0,46.25,21.3,0.0,19.03,34.56,0.0
2018-01-20 23:00:00+00:00,51.77,,46.05,33.1,21.57,0.0,18.91,37.81,-215.36
2018-01-21 00:00:00+00:00,51.49,,46.03,33.19,21.32,0.0,18.96,44.82,-673.15
2018-01-21 01:00:00+00:00,51.46,,46.07,33.2,21.04,0.0,18.9,41.24,-675.0
2018-01-21 02:00:00+00:00,51.54,,46.05,33.21,21.33,0.0,19.0,32.31,-673.78
2018-01-21 03:00:00+00:00,52.09,,46.04,33.19,21.76,0.0,18.85,27.33,-590.44
2018-01-21 04:00:00+00:00,52.09,,45.99,33.2,21.43,0.0,18.87,24.32,-539.22
2018-01-21 05:00:00+00:00,52.14,,45.94,33.13,21.66,0.0,18.68,23.1,-276.17
2018-01-21 06:00:00+00:00,52.44,,45.96,33.18,21.3,0.31,18.93,21.27,-54.81
2018-01-21 07:00:00+00:00,52.53,,45.89,33.17,21.16,1.23,18.79,16.84,-34.940000000000005
2018-01-21 08:00:00+00:00,52.4,,45.63,33.14,20.67,2.98,18.73,11.15,0.12
2018-01-21 09:00:00+00:00,52.15,,45.7,46.81,20.55,5.23,18.96,4.51,0.12
2018-01-21 10:00:00+00:00,52.0,,45.69,33.33,20.3,3.49,19.03,2.75,0.12
2018-01-21 11:00:00+00:00,51.9,,45.65,33.18,20.27,2.89,19.04,2.41,0.12
2018-01-21 12:00:00+00:00,51.95,,45.72,33.13,20.2,1.55,19.03,2.23,0.12
2018-01-21 13:00:00+00:00,52.01,,45.73,33.12,20.42,0.23,19.06,2.41,0.12
2018-01-21 14:00:00+00:00,52.09,,45.53,33.12,19.86,0.0,19.07,2.34,-51.080000000000005
2018-01-21 15:00:00+00:00,52.31,,45.58,43.46,20.25,0.0,19.05,2.38,0.12
2018-01-21 16:00:00+00:00,52.51,,45.86,33.13,19.5,0.0,18.78,2.32,0.12
2018-01-21 17:00:00+00:00,52.61,,45.95,33.0,19.98,0.0,19.1,2.4,0.12
2018-01-21 18:00:00+00:00,52.58,,45.95,42.65,19.78,0.0,19.12,2.21,0.12
2018-01-21 19:00:00+00:00,52.5,,45.95,33.13,19.46,0.0,19.12,2.66,96.71
2018-01-21 20:00:00+00:00,52.21,,45.94,33.06,19.71,0.0,19.11,7.52,96.72
2018-01-21 21:00:00+00:00,51.99,,46.02,33.05,19.03,0.0,19.12,13.56,0.92
2018-01-21 22:00:00+00:00,51.92,,45.98,33.11,18.48,0.0,18.91,19.1,-285.38
2018-01-21 23:00:00+00:00,51.95,,46.02,45.19,17.6,0.0,19.1,29.97,-664.55
2018-01-22 00:00:00+00:00,51.83,,45.92,51.88,17.01,0.0,19.1,45.94,-666.72
2018-01-22 01:00:00+00:00,51.84,,45.83,33.15,16.95,0.0,19.1,40.37,-664.84
2018-01-22 02:00:00+00:00,51.89,,45.88,33.0,16.84,0.0,19.11,33.64,-662.8
2018-01-22 03:00:00+00:00,52.07,,45.86,56.23,17.56,0.0,19.11,40.61,-250.22
2018-01-22 04:00:00+00:00,52.39,,46.03,58.04,17.42,0.0,18.73,50.86,-153.59
2018-01-22 05:00:00+00:00,52.42,,46.59,100.09,18.06,0.0,18.96,56.54,321.9
2018-01-22 06:00:00+00:00,52.31,,46.67,105.36,17.78,0.46,18.68,50.81,371.16
2018-01-22 07:00:00+00:00,52.34,,46.05,105.44,17.96,1.63,18.44,45.39,418.25
2018-01-22 08:00:00+00:00,52.07,,45.99,105.5,18.95,3.36,18.37,41.64,383.9
2018-01-22 09:00:00+00:00,52.01,,45.99,105.52,19.13,5.88,18.06,43.52,363.14
2018-01-22 10:00:00+00:00,52.1,,46.23,105.47,19.67,5.64,18.39,58.78,352.36
2018-01-22 11:00:00+00:00,52.11,,46.29,105.45,20.24,3.36,18.39,57.65,371.09
2018-01-22 12:00:00+00:00,52.27,,46.27,105.46,19.69,1.63,18.4,63.53,179.62
2018-01-22 13:00:00+00:00,52.35,,46.54,105.43,18.97,0.12,18.19,58.9,339.58
2018-01-22 14:00:00+00:00,52.49,,46.39,105.46,18.79,0.0,18.1,53.42,381.22
2018-01-22 15:00:00+00:00,52.56,,46.24,105.46,18.85,0.0,18.48,44.68,401.13
2018-01-22 16:00:00+00:00,52.65,,46.26,105.45,18.52,0.0,18.3,42.8,397.23
2018-01-22 17:00:00+00:00,52.53,,46.23,105.4,18.36,0.0,18.62,35.6,371.14
2018-01-22 18:00:00+00:00,52.51,,46.27,105.38,18.59,0.0,18.72,23.84,309.12
2018-01-22 19:00:00+00:00,52.56,,46.27,105.38,18.87,0.0,18.74,19.96,0.37
2018-01-22 20:00:00+00:00,52.35,,46.28,85.26,18.74,0.0,18.77,14.27,-149.87
2018-01-22 21:00:00+00:00,52.12,,46.28,33.14,18.91,0.0,18.76,12.94,-337.11
2018-01-22 22:00:00+00:00,51.94,,46.27,33.05,18.68,0.0,18.48,11.34,-571.65
2018-01-22 23:00:00+00:00,51.76,,46.29,32.98,19.05,0.0,18.78,9.34,-673.32
2018-01-23 00:00:00+00:00,51.82,,46.25,32.97,18.39,0.0,18.75,13.9,-671.87
2018-01-23 01:00:00+00:00,51.87,,46.21,32.98,18.42,0.0,18.83,10.83,-670.66
2018-01-23 02:00:00+00:00,51.99,,45.91,33.34,18.46,0.0,18.82,11.01,-669.04
2018-01-23 03:00:00+00:00,52.2,,45.88,33.03,18.56,0.0,18.73,9.07,-549.59
2018-01-23 04:00:00+00:00,52.5,,45.87,99.91,18.18,0.0,18.59,9.94,-217.52
2018-01-23 05:00:00+00:00,52.65,,46.1,105.41,18.03,0.0,18.5,9.98,349.64
2018-01-23 06:00:00+00:00,52.73,,46.81,83.47,19.31,0.37,18.22,8.77,415.35
2018-01-23 07:00:00+00:00,52.82,,46.49,82.91,19.27,1.82,18.1,9.77,415.17
2018-01-23 08:00:00+00:00,52.72,,46.37,82.88,18.94,4.94,17.88,13.16,409.27
2018-01-23 09:00:00+00:00,52.59,,46.35,82.9,19.0,5.71,18.08,18.24,408.93
2018-01-23 10:00:00+00:00,52.55,,46.37,82.92,19.05,5.03,18.38,26.46,401.52
2018-01-23 11:00:00+00:00,52.45,,46.32,76.38,18.97,3.33,18.11,28.42,187.37
2018-01-23 12:00:00+00:00,52.29,,46.3,76.45,18.63,2.69,18.16,31.53,0.52
2018-01-23 13:00:00+00:00,52.26,,46.3,33.19,18.8,0.12,18.21,28.99,0.53
2018-01-23 14:00:00+00:00,52.54,,46.37,34.2,18.73,0.0,18.19,37.21,200.32
2018-01-23 15:00:00+00:00,52.86,,46.33,33.22,19.36,0.0,18.42,65.84,42.11
2018-01-23 16:00:00+00:00,52.95,,46.33,82.84,19.56,0.0,18.57,101.05,0.0
2018-01-23 17:00:00+00:00,53.15,,46.23,33.13,18.97,0.0,18.83,101.61,0.0
2018-01-23 18:00:00+00:00,53.23,,46.07,33.03,19.06,0.0,18.97,124.05,0.0
2018-01-23 19:00:00+00:00,53.19,,46.2,33.04,19.43,0.0,18.96,163.06,0.0
2018-01-23 20:00:00+00:00,53.21,,46.04,33.12,19.53,0.0,18.88,190.94,-223.8
2018-01-23 21:00:00+00:00,52.87,,45.99,33.11,19.74,0.0,18.88,225.74,-421.87
2018-01-23 22:00:00+00:00,52.73,,45.94,33.1,19.39,0.0,18.76,292.44,-627.69
2018-01-23 23:00:00+00:00,52.75,,45.92,33.11,19.39,0.0,18.98,280.65,-121.45
2018-01-24 00:00:00+00:00,52.75,,45.69,33.12,19.54,0.0,18.88,279.3,-435.16
