,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other renewable,Solar,Waste,Wind Onshore,Hydro Pumped Storage Net
2019-01-10 15:00:00+00:00,40.0,448.51,198.7,18.68,,158.09,758.94,44.0,0.0,,429.79,-6.26
2019-01-10 16:00:00+00:00,40.0,449.13,199.23,19.64,,158.62,792.44,44.0,0.0,,412.81,126.3
2019-01-10 17:00:00+00:00,40.0,456.57,200.82,19.07,,159.81,794.4,44.0,0.0,,413.06,126.77999999999999
2019-01-10 18:00:00+00:00,40.0,507.5,199.58,17.46,,159.47,732.75,44.0,0.0,,394.69,123.42
2019-01-10 19:00:00+00:00,40.0,530.53,199.41,17.26,,158.09,598.54,44.0,0.0,,385.82,89.98
2019-01-10 20:00:00+00:00,40.0,532.4,199.06,18.68,,138.6,491.29,44.0,0.0,,390.29,88.86
2019-01-10 21:00:00+00:00,40.0,517.13,199.06,20.95,,121.37,451.45,44.0,0.0,,372.72,-5.14
2019-01-10 22:00:00+00:00,40.0,448.34,199.41,20.36,,104.12,264.93,44.0,0.0,,392.15,-6.26
2019-01-10 23:00:00+00:00,40.0,429.75,198.88,20.0,,88.89,125.07,44.0,0.0,,380.81,-58.8
2019-01-11 00:00:00+00:00,40.0,429.95,198.18,19.6,,66.64,159.27,44.0,0.0,,364.32,-178.34
2019-01-11 01:00:00+00:00,40.0,429.48,152.42,18.12,,66.46,133.99,44.0,0.0,,385.36,-243.86
2019-01-11 02:00:00+00:00,40.0,429.13,152.94,18.58,,66.34,122.94,44.0,0.0,,389.54,-243.7
2019-01-11 03:00:00+00:00,40.0,433.42,151.71,21.15,,66.33,131.14,44.0,0.0,,388.39,-241.86
2019-01-11 04:00:00+00:00,40.0,439.05,152.06,23.92,,66.2,130.92,44.0,0.0,,396.24,-127.78
2019-01-11 05:00:00+00:00,40.0,489.43,159.1,23.26,,89.13,240.09,44.0,0.0,,405.78,-6.5
2019-01-11 06:00:00+00:00,40.0,531.37,196.94,20.63,,113.46,405.1,44.0,0.0,,391.66,-5.22
2019-01-11 07:00:00+00:00,40.0,529.98,199.41,19.04,,136.55,513.66,44.0,6.0,,413.43,78.14
2019-01-11 08:00:00+00:00,40.0,530.27,198.53,18.08,,153.98,496.65,44.0,13.0,,415.25,78.78
2019-01-11 09:00:00+00:00,40.0,529.19,198.7,17.59,,154.36,482.54,44.0,19.0,,412.29,78.7
2019-01-11 10:00:00+00:00,40.0,448.01,198.53,17.46,,154.03,549.87,44.0,22.0,,399.36,93.52
2019-01-11 11:00:00+00:00,40.0,457.45,198.35,17.59,,153.95,552.17,44.0,20.0,,376.1,98.38
2019-01-11 12:00:00+00:00,40.0,518.45,198.7,17.66,,155.32,521.97,44.0,16.0,,357.78,-6.26
2019-01-11 13:00:00+00:00,40.0,522.17,197.47,17.03,,155.34,487.56,44.0,11.0,,339.01,-6.5
2019-01-11 14:00:00+00:00,40.0,529.63,198.53,17.46,,155.0,474.27,44.0,4.0,,339.54,-6.66
2019-01-11 15:00:00+00:00,40.0,528.48,198.7,18.48,,154.19,579.95,44.0,0.0,,336.59,-5.86
2019-01-11 16:00:00+00:00,40.0,522.5,199.23,19.97,,153.36,646.34,44.0,0.0,,304.07,128.14000000000001
2019-01-11 17:00:00+00:00,40.0,530.05,199.58,20.0,,151.06,652.72,44.0,0.0,,280.04,116.54
2019-01-11 18:00:00+00:00,40.0,530.51,199.58,20.23,,151.19,642.78,44.0,0.0,,260.7,113.28
2019-01-11 19:00:00+00:00,40.0,530.02,198.35,21.58,,148.72,611.43,44.0,0.0,,234.67,112.14
2019-01-11 20:00:00+00:00,40.0,530.51,198.88,20.16,,149.82,517.36,44.0,0.0,,233.3,-5.54
2019-01-11 21:00:00+00:00,40.0,529.03,199.58,18.78,,131.85,400.65,44.0,0.0,,248.91,-6.34
2019-01-11 22:00:00+00:00,40.0,487.67,199.76,19.77,,111.33,244.59,44.0,0.0,,237.94,-6.26
2019-01-11 23:00:00+00:00,40.0,460.22,200.82,20.03,,106.64,160.62,44.0,0.0,,215.03,-6.42
2019-01-12 00:00:00+00:00,40.0,459.12,200.82,19.67,,83.27,113.07,44.0,0.0,,220.66,-6.66
2019-01-12 01:00:00+00:00,40.0,456.35,199.41,19.9,,62.17,142.58,44.0,0.0,,223.08,-131.14
2019-01-12 02:00:00+00:00,40.0,455.77,198.88,19.73,,61.93,140.1,44.0,0.0,,216.93,-244.88
2019-01-12 03:00:00+00:00,40.0,456.28,199.94,21.05,,61.89,139.04,44.0,0.0,,220.16,-244.98
2019-01-12 04:00:00+00:00,40.0,459.49,199.06,25.97,,61.69,142.16,44.0,0.0,,239.91,-185.94
2019-01-12 05:00:00+00:00,40.0,489.06,198.18,25.28,,65.57,207.45,44.0,0.0,,254.1,-55.78
2019-01-12 06:00:00+00:00,40.0,530.49,199.06,21.88,,92.69,299.24,44.0,0.0,,284.47,-6.34
2019-01-12 07:00:00+00:00,40.0,530.16,199.58,19.57,,116.55,303.48,44.0,2.0,,270.35,-6.26
2019-01-12 08:00:00+00:00,40.0,530.51,198.35,19.07,,118.46,322.48,44.0,7.0,,288.36,-6.34
2019-01-12 09:00:00+00:00,40.0,531.94,197.82,18.28,,117.9,342.21,44.0,11.0,,236.03,-6.26
2019-01-12 10:00:00+00:00,40.0,532.31,197.82,17.29,,117.48,358.28,44.0,13.0,,199.24,-6.26
2019-01-12 11:00:00+00:00,40.0,532.27,197.82,16.93,,117.33,316.73,44.0,12.0,,208.56,-6.34
2019-01-12 12:00:00+00:00,40.0,531.43,198.35,17.23,,117.04,279.35,44.0,11.0,,218.66,-6.24
2019-01-12 13:00:00+00:00,40.0,531.32,199.06,16.67,,114.16,297.18,44.0,8.0,,205.24,-6.18
2019-01-12 14:00:00+00:00,40.0,530.73,198.88,17.26,,113.52,269.49,44.0,3.0,,193.01,-5.86
2019-01-12 15:00:00+00:00,40.0,530.27,199.06,16.73,,113.15,270.52,44.0,0.0,,188.39,77.02
2019-01-12 16:00:00+00:00,40.0,531.17,199.41,16.76,,112.55,308.7,44.0,0.0,,178.62,78.78
2019-01-12 17:00:00+00:00,40.0,530.51,199.06,16.73,,112.64,281.48,44.0,0.0,,174.95,78.78
2019-01-12 18:00:00+00:00,40.0,530.35,199.41,17.0,,115.9,309.08,44.0,0.0,,139.69,78.78
2019-01-12 19:00:00+00:00,40.0,529.94,199.06,16.9,,113.42,322.61,44.0,0.0,,114.43,-2.7199999999999998
2019-01-12 20:00:00+00:00,40.0,527.56,198.88,18.25,,112.74,335.67,44.0,0.0,,82.22,-6.18
2019-01-12 21:00:00+00:00,40.0,482.72,199.06,21.25,,112.36,247.51,44.0,0.0,,73.25,-6.18
2019-01-12 22:00:00+00:00,40.0,451.31,199.23,20.46,,68.91,152.37,44.0,0.0,,76.22,-6.26
2019-01-12 23:00:00+00:00,40.0,451.62,199.06,20.59,,63.67,161.45,44.0,0.0,,70.61,-6.9
2019-01-13 00:00:00+00:00,40.0,452.72,199.23,20.79,,41.81,151.03,44.0,0.0,,83.36,-131.46
2019-01-13 01:00:00+00:00,40.0,452.69,199.23,18.38,,41.77,152.11,44.0,0.0,,58.31,-244.58
2019-01-13 02:00:00+00:00,40.0,451.81,198.88,17.95,,41.65,174.12,44.0,0.0,,28.77,-244.5
2019-01-13 03:00:00+00:00,40.0,451.55,199.06,19.44,,41.6,180.47,44.0,0.0,,11.5,-244.58
2019-01-13 04:00:00+00:00,40.0,455.0,198.7,20.86,,41.53,168.3,44.0,0.0,,11.9,-244.74
2019-01-13 05:00:00+00:00,40.0,441.3,198.88,20.3,,63.16,166.08,44.0,0.0,,6.26,-184.34
2019-01-13 06:00:00+00:00,40.0,440.95,198.88,17.85,,83.74,188.01,44.0,0.0,,14.4,-6.34
2019-01-13 07:00:00+00:00,40.0,489.52,199.23,17.09,,110.2,300.74,44.0,4.0,,35.04,-6.42
2019-01-13 08:00:00+00:00,40.0,532.6,199.23,16.93,,108.19,329.15,44.0,10.0,,31.12,-6.32
2019-01-13 09:00:00+00:00,40.0,532.51,199.23,17.62,,107.71,322.15,44.0,17.0,,38.31,-6.26
2019-01-13 10:00:00+00:00,40.0,531.3,198.88,18.48,,107.74,337.05,44.0,21.0,,27.57,-6.1
2019-01-13 11:00:00+00:00,40.0,530.57,199.06,19.31,,107.73,323.02,44.0,22.0,,30.95,-6.18
2019-01-13 12:00:00+00:00,40.0,527.52,199.06,18.41,,87.67,313.38,44.0,19.0,,18.65,-6.26
2019-01-13 13:00:00+00:00,40.0,525.36,199.06,20.03,,82.24,318.02,44.0,14.0,,12.99,-6.18
2019-01-13 14:00:00+00:00,40.0,524.37,198.88,19.54,,81.84,312.48,44.0,5.0,,19.79,-6.1
2019-01-13 15:00:00+00:00,40.0,522.76,199.23,17.49,,102.69,325.5,44.0,0.0,,12.29,-5.52
2019-01-13 16:00:00+00:00,40.0,524.35,199.23,16.93,,108.55,343.17,44.0,0.0,,11.25,126.62
2019-01-13 17:00:00+00:00,40.0,525.05,199.23,16.93,,109.17,340.08,44.0,0.0,,9.01,128.38000000000002
2019-01-13 18:00:00+00:00,40.0,526.68,199.23,17.13,,119.02,344.67,44.0,0.0,,13.6,126.94
2019-01-13 19:00:00+00:00,40.0,528.75,199.06,16.0,,116.96,341.66,44.0,0.0,,32.79,-3.06
2019-01-13 20:00:00+00:00,40.0,523.71,199.23,16.67,,89.53,313.79,44.0,0.0,,50.1,-3.06
2019-01-13 21:00:00+00:00,40.0,483.19,195.71,20.43,,83.63,253.0,44.0,0.0,,67.87,-3.12
2019-01-13 22:00:00+00:00,40.0,454.76,195.89,20.72,,78.33,182.97,44.0,0.0,,100.72,-3.14
2019-01-13 23:00:00+00:00,40.0,436.61,200.29,20.76,,76.65,139.41,44.0,0.0,,103.1,-47.3
2019-01-14 00:00:00+00:00,40.0,437.58,200.46,20.99,,42.88,152.29,44.0,0.0,,94.6,-197.62
2019-01-14 01:00:00+00:00,40.0,436.96,199.94,20.72,,42.75,128.15,44.0,0.0,,116.57,-245.22
2019-01-14 02:00:00+00:00,40.0,436.17,192.37,20.66,,42.68,93.02,44.0,0.0,,140.33,-245.06
2019-01-14 03:00:00+00:00,40.0,435.67,155.76,16.63,,42.44,150.89,44.0,0.0,,146.99,-244.66
2019-01-14 04:00:00+00:00,40.0,454.59,154.0,16.73,,43.27,144.97,44.0,0.0,,140.94,-244.42
2019-01-14 05:00:00+00:00,40.0,486.24,157.34,17.19,,70.83,399.34,44.0,0.0,,101.04,-67.14
2019-01-14 06:00:00+00:00,40.0,523.91,178.11,16.96,,92.2,526.8,44.0,0.0,,78.63,122.94
2019-01-14 07:00:00+00:00,40.0,524.17,199.94,17.49,,96.33,625.37,44.0,6.0,,71.14,128.46
2019-01-14 08:00:00+00:00,40.0,524.28,198.0,18.55,,111.44,620.69,44.0,14.0,,88.67,128.48000000000002
2019-01-14 09:00:00+00:00,40.0,524.11,193.95,20.03,,114.91,620.65,44.0,20.0,,28.65,128.38000000000002
2019-01-14 10:00:00+00:00,40.0,522.37,195.71,21.09,,119.85,667.73,44.0,24.0,,28.92,128.46
2019-01-14 11:00:00+00:00,40.0,517.9,199.76,20.59,,112.62,630.14,44.0,23.0,,20.34,128.38000000000002
2019-01-14 12:00:00+00:00,40.0,518.14,200.82,19.31,,100.95,601.74,44.0,19.0,,20.08,109.66
2019-01-14 13:00:00+00:00,40.0,520.17,200.11,17.66,,100.77,526.17,44.0,13.0,,28.68,78.88
2019-01-14 14:00:00+00:00,40.0,521.27,199.58,17.95,,101.29,525.19,44.0,6.0,,39.92,78.86
2019-01-14 15:00:00+00:00,40.0,522.15,200.82,17.19,,133.26,521.46,44.0,0.0,,101.18,128.3
2019-01-14 16:00:00+00:00,40.0,523.78,200.99,17.36,,150.17,785.36,44.0,0.0,,67.25,128.38000000000002
2019-01-14 17:00:00+00:00,40.0,523.78,200.82,17.13,,143.67,681.19,44.0,0.0,,90.82,128.38000000000002
2019-01-14 18:00:00+00:00,40.0,527.69,199.23,16.67,,129.26,606.12,44.0,0.0,,128.33,128.38000000000002
2019-01-14 19:00:00+00:00,40.0,528.73,199.06,17.19,,123.82,595.11,44.0,0.0,,145.46,128.4
2019-01-14 20:00:00+00:00,40.0,529.91,199.58,17.29,,108.83,646.85,44.0,0.0,,138.0,128.14000000000001
2019-01-14 21:00:00+00:00,40.0,522.32,198.88,20.63,,98.75,555.5,44.0,0.0,,115.32,26.86
2019-01-14 22:00:00+00:00,40.0,475.02,199.76,20.36,,93.15,433.69,44.0,0.0,,167.04,-6.26
2019-01-14 23:00:00+00:00,40.0,428.14,199.76,20.59,,67.64,149.41,44.0,0.0,,198.51,-6.98
2019-01-15 00:00:00+00:00,40.0,425.52,199.06,20.3,,46.07,132.46,44.0,0.0,,307.82,-173.62
2019-01-15 01:00:00+00:00,40.0,426.4,199.58,20.43,,45.26,156.1,44.0,0.0,,356.1,-244.66
2019-01-15 02:00:00+00:00,40.0,425.99,199.76,19.93,,45.28,171.08,44.0,0.0,,356.0,-245.14
2019-01-15 03:00:00+00:00,40.0,428.19,199.06,22.6,,45.12,150.39,44.0,0.0,,375.07,-244.66
2019-01-15 04:00:00+00:00,40.0,457.16,199.58,28.22,,44.98,137.82,44.0,0.0,,385.35,-226.26
2019-01-15 05:00:00+00:00,40.0,487.96,199.41,26.66,,67.46,409.45,44.0,0.0,,352.51,-55.22
2019-01-15 06:00:00+00:00,40.0,552.38,199.23,22.57,,92.62,489.89,44.0,1.0,,247.53,115.19999999999999
2019-01-15 07:00:00+00:00,40.0,551.56,199.23,19.67,,114.2,565.34,44.0,8.0,,177.84,127.74000000000001
2019-01-15 08:00:00+00:00,40.0,546.79,199.58,17.72,,115.87,604.99,44.0,18.0,,128.06,128.38000000000002
2019-01-15 09:00:00+00:00,40.0,559.9,199.41,18.25,,97.84,571.57,44.0,24.0,,117.63,128.46
2019-01-15 10:00:00+00:00,40.0,552.13,199.58,17.66,,97.19,551.95,44.0,27.0,,160.19,128.38000000000002
2019-01-15 11:00:00+00:00,40.0,536.73,199.41,18.28,,98.18,549.6,44.0,26.0,,211.93,111.58
2019-01-15 12:00:00+00:00,40.0,541.22,198.88,18.35,,96.63,478.93,44.0,23.0,,313.01,82.62
2019-01-15 13:00:00+00:00,40.0,539.0,199.41,18.22,,96.11,446.32,44.0,16.0,,278.1,-5.52
2019-01-15 14:00:00+00:00,40.0,546.55,199.58,18.35,,95.57,443.76,44.0,7.0,,221.34,-6.58
2019-01-15 15:00:00+00:00,40.0,546.94,199.58,17.95,,120.29,458.99,44.0,1.0,,166.67,86.94
2019-01-15 16:00:00+00:00,40.0,547.56,199.41,16.73,,119.49,633.91,44.0,0.0,,108.25,114.62
2019-01-15 17:00:00+00:00,40.0,548.2,199.41,17.56,,120.07,639.82,44.0,0.0,,89.64,128.38000000000002
2019-01-15 18:00:00+00:00,40.0,550.42,199.06,17.99,,119.5,674.39,44.0,0.0,,54.53,128.46
2019-01-15 19:00:00+00:00,40.0,549.23,199.41,17.52,,116.58,679.24,44.0,0.0,,41.05,128.48
2019-01-15 20:00:00+00:00,40.0,512.03,199.58,16.83,,116.11,647.06,44.0,0.0,,40.15,128.14000000000001
2019-01-15 21:00:00+00:00,40.0,511.19,199.06,19.24,,115.62,508.2,44.0,0.0,,52.56,98.38
2019-01-15 22:00:00+00:00,40.0,502.92,199.41,19.8,,91.4,373.95,44.0,0.0,,64.04,-4.9
2019-01-15 23:00:00+00:00,40.0,415.87,199.23,19.93,,68.57,172.74,44.0,0.0,,62.01,-36.82
2019-01-16 00:00:00+00:00,40.0,416.2,199.23,19.37,,48.0,169.52,44.0,0.0,,53.52,-224.98
2019-01-16 01:00:00+00:00,40.0,414.72,199.76,18.94,,47.86,174.96,44.0,0.0,,54.29,-244.74
2019-01-16 02:00:00+00:00,40.0,414.26,199.41,19.17,,47.82,175.42,44.0,0.0,,52.79,-244.58
2019-01-16 03:00:00+00:00,40.0,416.77,199.06,17.56,,47.71,159.29,44.0,0.0,,57.34,-224.42
2019-01-16 04:00:00+00:00,40.0,435.45,197.65,21.61,,47.6,160.68,44.0,0.0,,56.98,-77.3
2019-01-16 05:00:00+00:00,40.0,464.71,198.53,22.24,,73.72,398.77,44.0,0.0,,54.44,-5.84
2019-01-16 06:00:00+00:00,40.0,508.16,199.41,19.73,,119.46,574.88,44.0,0.0,,55.64,123.66
2019-01-16 07:00:00+00:00,40.0,538.41,199.06,16.93,,139.28,579.25,44.0,6.0,,47.57,129.9
2019-01-16 08:00:00+00:00,40.0,540.78,199.58,17.0,,138.65,565.86,44.0,15.0,,37.8,131.9
2019-01-16 09:00:00+00:00,40.0,547.69,199.41,18.45,,135.69,557.92,44.0,21.0,,35.75,132.94
2019-01-16 10:00:00+00:00,40.0,539.0,199.41,19.17,,124.74,567.0,44.0,24.0,,42.59,132.94
2019-01-16 11:00:00+00:00,40.0,537.64,199.06,19.37,,114.55,572.51,44.0,24.0,,42.41,105.36
2019-01-16 12:00:00+00:00,40.0,538.8,199.58,22.57,,114.87,542.99,44.0,20.0,,42.52,52.94
2019-01-16 13:00:00+00:00,40.0,539.81,199.41,22.21,,114.24,551.34,44.0,14.0,,44.21,-3.46
2019-01-16 14:00:00+00:00,40.0,539.97,199.76,21.48,,114.66,509.11,44.0,6.0,,50.73,-3.54
2019-01-16 15:00:00+00:00,40.0,542.39,199.58,18.91,,135.17,486.32,44.0,0.0,,69.31,102.22
2019-01-16 16:00:00+00:00,40.0,544.39,199.23,16.93,,136.49,623.41,44.0,0.0,,92.89,130.94
2019-01-16 17:00:00+00:00,40.0,546.61,199.41,16.43,,138.37,618.18,44.0,0.0,,105.89,130.94
2019-01-16 18:00:00+00:00,40.0,546.94,199.76,16.2,,138.3,619.29,44.0,0.0,,109.85,130.96
2019-01-16 19:00:00+00:00,40.0,546.96,199.58,16.53,,118.43,624.55,44.0,0.0,,120.7,130.94
2019-01-16 20:00:00+00:00,40.0,543.16,199.23,18.05,,93.36,588.1,44.0,0.0,,145.96,129.74
2019-01-16 21:00:00+00:00,40.0,507.8,199.76,20.99,,94.63,500.73,44.0,0.0,,176.36,-4.66
2019-01-16 22:00:00+00:00,40.0,462.99,199.41,20.23,,95.82,262.71,44.0,0.0,,186.8,-6.26
2019-01-16 23:00:00+00:00,40.0,417.82,199.23,20.3,,90.49,179.02,44.0,0.0,,184.14,-6.66
2019-01-17 00:00:00+00:00,40.0,417.34,199.23,20.2,,48.51,132.82,44.0,0.0,,195.18,-215.7
2019-01-17 01:00:00+00:00,40.0,415.76,199.58,20.1,,47.5,134.2,44.0,0.0,,221.57,-245.14
2019-01-17 02:00:00+00:00,40.0,415.38,199.41,20.1,,47.44,136.01,44.0,0.0,,230.4,-244.9
2019-01-17 03:00:00+00:00,40.0,416.61,199.23,18.18,,47.34,143.32,44.0,0.0,,226.82,-242.8
2019-01-17 04:00:00+00:00,40.0,433.53,199.06,19.24,,47.4,143.8,44.0,0.0,,241.93,-106.74
2019-01-17 05:00:00+00:00,40.0,463.36,199.76,19.6,,86.72,363.96,44.0,0.0,,260.93,-6.26
2019-01-17 06:00:00+00:00,40.0,500.63,199.41,18.22,,118.76,439.03,44.0,0.0,,288.91,64.46000000000001
2019-01-17 07:00:00+00:00,40.0,500.59,199.41,17.06,,139.26,465.22,44.0,5.0,,295.58,89.1
2019-01-17 08:00:00+00:00,40.0,501.29,199.06,19.17,,140.58,467.46,44.0,10.0,,281.7,89.17999999999999
2019-01-17 09:00:00+00:00,40.0,502.11,199.41,20.95,,140.41,418.61,44.0,14.0,,286.74,82.22
2019-01-17 10:00:00+00:00,40.0,500.98,199.41,21.09,,126.75,440.43,44.0,17.0,,322.6,80.3
2019-01-17 11:00:00+00:00,40.0,500.59,199.58,20.63,,120.18,466.96,44.0,16.0,,333.17,14.239999999999998
2019-01-17 12:00:00+00:00,40.0,500.76,199.23,20.76,,118.15,437.66,44.0,13.0,,349.44,-6.42
2019-01-17 13:00:00+00:00,40.0,500.63,199.41,20.69,,116.49,379.27,44.0,10.0,,361.89,-6.42
2019-01-17 14:00:00+00:00,40.0,501.09,199.58,20.59,,116.48,366.61,44.0,4.0,,360.9,-6.42
2019-01-17 15:00:00+00:00,40.0,500.65,199.23,20.49,,134.93,435.39,44.0,0.0,,356.69,-6.34
2019-01-17 16:00:00+00:00,40.0,500.79,199.41,19.44,,138.81,492.9,44.0,0.0,,382.82,128.94
2019-01-17 17:00:00+00:00,40.0,500.43,199.76,18.45,,135.26,511.97,44.0,0.0,,366.55,129.9
2019-01-17 18:00:00+00:00,40.0,500.35,199.76,17.52,,134.91,547.41,44.0,0.0,,340.94,80.55999999999999
2019-01-17 19:00:00+00:00,40.0,499.62,199.23,16.07,,113.25,518.01,44.0,0.0,,358.23,80.3
2019-01-17 20:00:00+00:00,40.0,498.48,199.58,16.43,,90.81,461.75,44.0,0.0,,340.64,80.3
2019-01-17 21:00:00+00:00,40.0,462.4,199.06,20.63,,88.01,428.41,44.0,0.0,,364.14,-4.5
2019-01-17 22:00:00+00:00,40.0,434.52,199.41,20.66,,86.37,256.89,44.0,0.0,,353.67,-6.18
2019-01-17 23:00:00+00:00,40.0,414.46,199.58,20.46,,63.28,157.23,44.0,0.0,,377.93,-109.3
2019-01-18 00:00:00+00:00,40.0,414.92,198.88,20.53,,42.43,140.54,44.0,0.0,,385.6,-225.46
2019-01-18 01:00:00+00:00,40.0,415.12,198.88,20.39,,42.32,140.03,44.0,0.0,,376.88,-244.58
2019-01-18 02:00:00+00:00,40.0,415.8,198.88,20.53,,42.17,130.18,44.0,0.0,,363.44,-244.34
2019-01-18 03:00:00+00:00,40.0,415.71,198.88,17.46,,42.15,101.65,44.0,0.0,,366.96,-244.08
2019-01-18 04:00:00+00:00,40.0,435.23,199.23,19.57,,42.07,121.41,44.0,0.0,,351.49,-173.38
2019-01-18 05:00:00+00:00,40.0,465.83,198.7,19.34,,63.84,290.27,44.0,0.0,,344.68,-6.18
2019-01-18 06:00:00+00:00,40.0,504.88,199.06,16.9,,123.64,460.22,44.0,0.0,,291.71,34.379999999999995
2019-01-18 07:00:00+00:00,40.0,504.02,198.7,16.2,,156.98,508.11,44.0,0.0,,224.59,93.74
2019-01-18 08:00:00+00:00,40.0,504.7,199.41,16.5,,169.76,569.53,44.0,1.0,,214.61,118.3
2019-01-18 09:00:00+00:00,40.0,506.7,199.06,16.53,,168.26,633.5,44.0,2.0,,190.34,118.3
2019-01-18 10:00:00+00:00,40.0,508.07,198.88,16.63,,167.76,557.36,44.0,2.0,,154.34,118.38
2019-01-18 11:00:00+00:00,40.0,509.56,198.88,16.04,,167.93,577.15,44.0,3.0,,147.33,118.32
2019-01-18 12:00:00+00:00,40.0,508.62,199.06,16.57,,167.92,559.03,44.0,3.0,,178.87,-3.3000000000000003
2019-01-18 13:00:00+00:00,40.0,509.94,199.23,16.47,,162.6,515.98,44.0,3.0,,208.64,-6.5
2019-01-18 14:00:00+00:00,40.0,510.55,198.7,16.37,,150.79,520.12,44.0,1.0,,214.81,-6.66
2019-01-18 15:00:00+00:00,40.0,510.58,199.41,16.17,,167.95,557.28,44.0,0.0,,230.09,-6.58
2019-01-18 16:00:00+00:00,40.0,510.8,199.06,16.27,,168.72,610.1,44.0,0.0,,284.55,127.02
2019-01-18 17:00:00+00:00,40.0,510.22,198.88,16.2,,168.31,543.37,44.0,0.0,,322.8,128.38000000000002
2019-01-18 18:00:00+00:00,40.0,511.37,199.23,16.63,,157.96,483.32,44.0,0.0,,329.49,92.64
2019-01-18 19:00:00+00:00,40.0,511.43,199.06,16.43,,151.37,457.8,44.0,0.0,,345.02,97.42
2019-01-18 20:00:00+00:00,40.0,511.94,198.88,17.23,,141.34,482.3,44.0,0.0,,330.31,51.580000000000005
2019-01-18 21:00:00+00:00,40.0,509.43,199.23,20.59,,114.35,434.14,44.0,0.0,,308.16,-6.34
2019-01-18 22:00:00+00:00,40.0,465.52,199.41,20.49,,108.74,272.54,44.0,0.0,,264.48,-6.26
2019-01-18 23:00:00+00:00,40.0,435.67,199.23,20.63,,71.88,124.92,44.0,0.0,,240.83,-88.02
2019-01-19 00:00:00+00:00,40.0,416.97,199.06,20.49,,39.8,118.02,44.0,0.0,,237.32,-244.18
2019-01-19 01:00:00+00:00,40.0,416.11,199.58,20.16,,38.62,109.14,44.0,0.0,,251.52,-244.02
2019-01-19 02:00:00+00:00,40.0,416.99,199.23,20.63,,38.64,115.9,44.0,0.0,,254.69,-243.94
2019-01-19 03:00:00+00:00,40.0,414.46,199.06,20.76,,38.7,107.43,44.0,0.0,,240.49,-243.84
2019-01-19 04:00:00+00:00,40.0,415.4,199.41,25.11,,58.73,114.25,44.0,0.0,,233.13,-244.42
2019-01-19 05:00:00+00:00,40.0,464.29,199.23,24.45,,131.89,155.44,44.0,0.0,,232.0,-107.06
2019-01-19 06:00:00+00:00,40.0,513.59,199.41,20.43,,147.83,220.76,44.0,0.0,,203.9,-6.26
2019-01-19 07:00:00+00:00,40.0,524.81,199.58,17.82,,149.8,332.14,44.0,2.0,,205.53,-6.26
2019-01-19 08:00:00+00:00,40.0,531.37,199.41,17.79,,152.39,388.76,44.0,5.0,,188.35,-6.34
2019-01-19 09:00:00+00:00,40.0,531.26,199.58,17.42,,157.46,509.75,44.0,8.0,,193.82,-6.26
2019-01-19 10:00:00+00:00,40.0,529.8,199.58,17.66,,158.1,536.63,44.0,9.0,,197.24,-6.26
2019-01-19 11:00:00+00:00,40.0,530.6,199.58,17.39,,158.9,525.13,44.0,9.0,,183.69,-6.26
2019-01-19 12:00:00+00:00,40.0,530.22,199.41,17.82,,160.91,359.28,44.0,7.0,,190.23,-6.34
2019-01-19 13:00:00+00:00,40.0,530.6,199.58,17.75,,160.79,358.42,44.0,4.0,,175.26,-6.18
2019-01-19 14:00:00+00:00,40.0,530.79,199.76,17.13,,160.26,356.9,44.0,2.0,,155.8,-6.24
2019-01-19 15:00:00+00:00,40.0,530.22,200.11,16.73,,160.18,423.35,44.0,0.0,,127.1,-5.62
2019-01-19 16:00:00+00:00,40.0,530.38,199.41,16.7,,159.66,527.97,44.0,0.0,,121.15,95.66
2019-01-19 17:00:00+00:00,40.0,531.41,199.76,17.33,,162.5,497.79,44.0,0.0,,129.25,98.06
2019-01-19 18:00:00+00:00,40.0,531.43,197.65,17.36,,153.67,456.29,44.0,0.0,,124.55,87.1
2019-01-19 19:00:00+00:00,40.0,531.72,198.88,17.52,,154.66,461.64,44.0,0.0,,111.72,37.18
2019-01-19 20:00:00+00:00,40.0,531.92,199.58,16.86,,138.46,459.97,44.0,0.0,,85.58,-6.34
2019-01-19 21:00:00+00:00,40.0,532.64,199.23,19.93,,144.34,296.32,44.0,0.0,,74.71,-6.18
2019-01-19 22:00:00+00:00,40.0,528.79,199.58,19.57,,116.95,140.34,44.0,0.0,,60.73,-6.24
2019-01-19 23:00:00+00:00,40.0,457.23,199.58,19.64,,71.93,86.21,47.0,0.0,,59.34,-6.66
2019-01-20 00:00:00+00:00,40.0,456.15,199.58,19.83,,50.09,82.84,47.0,0.0,,50.13,-206.18
2019-01-20 01:00:00+00:00,40.0,488.88,199.58,19.57,,50.09,71.39,47.0,0.0,,35.94,-244.74
2019-01-20 02:00:00+00:00,40.0,487.74,199.41,19.67,,50.03,85.22,47.0,0.0,,34.17,-244.18
2019-01-20 03:00:00+00:00,40.0,489.7,199.41,19.17,,50.4,78.76,47.0,0.0,,35.1,-243.78
2019-01-20 04:00:00+00:00,40.0,491.19,199.76,22.31,,50.29,82.83,47.0,0.0,,29.9,-243.7
2019-01-20 05:00:00+00:00,40.0,507.39,199.58,22.11,,53.19,172.39,47.0,0.0,,19.7,-163.54
